1,spirit_breaker,wraith_king,winter_wyvern,phantom_assassin,warlock,silencer,medusa,witch_doctor,pudge,sniper,"""guardian_greaves,blade_mail,moon_shard,echo_sabre,daedalus"""
2,wraith_king,spirit_breaker,winter_wyvern,phantom_assassin,warlock,silencer,medusa,witch_doctor,pudge,sniper,"""battle_fury,silver_edge,boots_of_travel,moon_shard,mithril_hammer,radiance"""
3,winter_wyvern,spirit_breaker,wraith_king,phantom_assassin,warlock,silencer,medusa,witch_doctor,pudge,sniper,"""aghanims_scepter,hurricane_pike,power_treads,bloodthorn,revenants_brooch,demon_edge"""
4,phantom_assassin,spirit_breaker,wraith_king,winter_wyvern,warlock,silencer,medusa,witch_doctor,pudge,sniper,"""abyssal_blade,orchid_malevolence,black_king_bar,power_treads,desolator,battle_fury"""
5,warlock,spirit_breaker,wraith_king,winter_wyvern,phantom_assassin,silencer,medusa,witch_doctor,pudge,sniper,"""shadow_amulet,force_staff,holy_locket,arcane_boots,aghanims_scepter,cornucopia"""
6,witch_doctor,axe,natures_prophet,razor,queen_of_pain,spirit_breaker,legion_commander,primal_beast,slark,dazzle,"""arcane_boots,linkens_sphere,spirit_vessel,smoke_of_deceit,gem_of_true_sight,ghost_scepter"""
7,axe,witch_doctor,natures_prophet,razor,queen_of_pain,spirit_breaker,legion_commander,primal_beast,slark,dazzle,"""phase_boots,crimson_guard,blink_dagger,blade_mail,heart_of_tarrasque,assault_cuirass"""
8,natures_prophet,witch_doctor,axe,razor,queen_of_pain,spirit_breaker,legion_commander,primal_beast,slark,dazzle,"""solar_crest,scythe_of_vyse,aghanims_scepter,observer_ward,hand_of_midas"""
9,razor,witch_doctor,axe,natures_prophet,queen_of_pain,spirit_breaker,legion_commander,primal_beast,slark,dazzle,"""linkens_sphere,aegis_of_the_immortal,blade_mail,manta_style,eye_of_skadi,phase_boots"""
10,queen_of_pain,witch_doctor,axe,natures_prophet,razor,spirit_breaker,legion_commander,primal_beast,slark,dazzle,"""linkens_sphere,aghanims_scepter,hand_of_midas,kaya_and_sange,octarine_core,boots_of_travel"""
11,rubick,spectre,lina,earthshaker,invoker,magnus,pudge,vengeful_spirit,phantom_assassin,pugna,"""blink_dagger,magic_stick,ghost_scepter,aghanims_scepter,boots_of_speed,aether_lens"""
12,spectre,rubick,lina,earthshaker,invoker,magnus,pudge,vengeful_spirit,phantom_assassin,pugna,"""bloodthorn,manta_style,radiance,blade_mail,power_treads,eye_of_skadi"""
13,lina,rubick,spectre,earthshaker,invoker,magnus,pudge,vengeful_spirit,phantom_assassin,pugna,"""aether_lens,euls_scepter_of_divinity,ethereal_blade,aghanims_scepter,falcon_blade,boots_of_travel"""
14,earthshaker,rubick,spectre,lina,invoker,magnus,pudge,vengeful_spirit,phantom_assassin,pugna,"""blink_dagger,force_staff,black_king_bar,arcane_boots,dust_of_appearance"""
15,invoker,rubick,spectre,lina,earthshaker,magnus,pudge,vengeful_spirit,phantom_assassin,pugna,"""spirit_vessel,hand_of_midas,scythe_of_vyse,aegis_of_the_immortal,aghanims_scepter,boots_of_travel"""
16,timbersaw,crystal_maiden,tusk,sniper,faceless_void,undying,shadow_fiend,tiny,phantom_assassin,grimstroke,"""soul_ring,arcane_boots,heavens_halberd,lotus_orb,pipe_of_insight,vanguard"""
17,crystal_maiden,timbersaw,tusk,sniper,faceless_void,undying,shadow_fiend,tiny,phantom_assassin,grimstroke,"""magic_wand,force_staff,scythe_of_vyse,dust_of_appearance,tranquil_boots"""
18,tusk,timbersaw,crystal_maiden,sniper,faceless_void,undying,shadow_fiend,tiny,phantom_assassin,grimstroke,"""spirit_vessel,blink_dagger,boots_of_speed,aghanims_scepter,observer_ward,magic_wand"""
19,sniper,timbersaw,crystal_maiden,tusk,faceless_void,undying,shadow_fiend,tiny,phantom_assassin,grimstroke,"""daedalus,black_king_bar,mask_of_madness,butterfly,monkey_king_bar,hurricane_pike"""
20,faceless_void,timbersaw,crystal_maiden,tusk,sniper,undying,shadow_fiend,tiny,phantom_assassin,grimstroke,"""battle_fury,aghanims_scepter,monkey_king_bar,power_treads,black_king_bar,butterfly"""
21,chaos_knight,spirit_breaker,mars,sven,lina,pugna,jakiro,zeus,axe,spectre,"""heart_of_tarrasque,magic_wand,harpoon,power_treads,overwhelming_blink,armlet_of_mordiggian"""
22,spirit_breaker,chaos_knight,mars,sven,lina,pugna,jakiro,zeus,axe,spectre,"""phase_boots,spirit_vessel,pipe_of_insight,magic_wand,soul_booster"""
23,mars,chaos_knight,spirit_breaker,sven,lina,pugna,jakiro,zeus,axe,spectre,"""blink_dagger,bracer,phase_boots,black_king_bar,satanic,desolator"""
24,sven,chaos_knight,spirit_breaker,mars,lina,pugna,jakiro,zeus,axe,spectre,"""power_treads,blink_dagger,silver_edge,satanic,echo_sabre,bloodthorn"""
25,lina,chaos_knight,spirit_breaker,mars,sven,pugna,jakiro,zeus,axe,spectre,"""ghost_scepter,great_healing_lotus,aghanims_scepter,boots_of_travel,aether_lens,dust_of_appearance"""
26,dragon_knight,wraith_king,ancient_apparition,riki,windranger,viper,disruptor,primal_beast,shadow_fiend,techies,"""assault_cuirass,silver_edge,heart_of_tarrasque,power_treads,aghanims_scepter"""
