1,natures_prophet,wraith_king,zeus,huskar,treant_protector,invoker,disruptor,weaver,primal_beast,lich,"""orchid_malevolence,scythe_of_vyse,solar_crest,dust_of_appearance,arcane_boots,staff_of_wizardry"""
2,wraith_king,natures_prophet,zeus,huskar,treant_protector,invoker,disruptor,weaver,primal_beast,lich,"""phase_boots,aghanims_scepter,black_king_bar,desolator,assault_cuirass,blink_dagger"""
3,zeus,natures_prophet,wraith_king,huskar,treant_protector,invoker,disruptor,weaver,primal_beast,lich,"""aghanims_scepter,arcane_boots,refresher_orb,phylactery,octarine_core,kaya_and_sange"""
4,huskar,natures_prophet,wraith_king,zeus,treant_protector,invoker,disruptor,weaver,primal_beast,lich,"""phase_boots,armlet_of_mordiggian,lotus_orb,satanic,sange_and_yasha,black_king_bar"""
5,treant_protector,natures_prophet,wraith_king,zeus,huskar,invoker,disruptor,weaver,primal_beast,lich,"""arcane_boots,blink_dagger,scythe_of_vyse,octarine_core,magic_wand,aghanims_scepter"""
6,lone_druid,juggernaut,shadow_shaman,ogre_magi,slardar,jakiro,bristleback,slark,keeper_of_the_light,sniper,""""""
7,juggernaut,lone_druid,shadow_shaman,ogre_magi,slardar,jakiro,bristleback,slark,keeper_of_the_light,sniper,"""silver_edge,phase_boots,battle_fury,abyssal_blade,aegis_of_the_immortal,butterfly"""
8,shadow_shaman,lone_druid,juggernaut,ogre_magi,slardar,jakiro,bristleback,slark,keeper_of_the_light,sniper,"""ghost_scepter,aeon_disk,blink_dagger,aghanims_scepter,refresher_orb,aether_lens"""
9,ogre_magi,lone_druid,juggernaut,shadow_shaman,slardar,jakiro,bristleback,slark,keeper_of_the_light,sniper,"""soul_ring,aether_lens,observer_and_sentry_wards,heart_of_tarrasque,guardian_greaves,point_booster"""
10,slardar,lone_druid,juggernaut,shadow_shaman,ogre_magi,jakiro,bristleback,slark,keeper_of_the_light,sniper,"""echo_sabre,silver_edge,power_treads,moon_shard,blink_dagger,hyperstone"""
11,alchemist,crystal_maiden,sand_king,earthshaker,outworld_destroyer,viper,centaur_warrunner,bristleback,ursa,grimstroke,"""assault_cuirass,boots_of_travel,abyssal_blade,butterfly,swift_blink"""
12,crystal_maiden,alchemist,sand_king,earthshaker,outworld_destroyer,viper,centaur_warrunner,bristleback,ursa,grimstroke,"""tranquil_boots,aghanims_scepter,refresher_orb,blink_dagger,magic_wand"""
13,sand_king,alchemist,crystal_maiden,earthshaker,outworld_destroyer,viper,centaur_warrunner,bristleback,ursa,grimstroke,"""aghanims_scepter,aether_lens,arcane_boots,black_king_bar,overwhelming_blink"""
14,earthshaker,alchemist,crystal_maiden,sand_king,outworld_destroyer,viper,centaur_warrunner,bristleback,ursa,grimstroke,"""phase_boots,falcon_blade,daedalus,circlet,assault_cuirass,aghanims_scepter"""
15,outworld_destroyer,alchemist,crystal_maiden,sand_king,earthshaker,viper,centaur_warrunner,bristleback,ursa,grimstroke,"""moon_shard,blink_dagger,bloodstone,divine_rapier,witch_blade,kaya_and_sange"""
16,spirit_breaker,sniper,lifestealer,kunkka,witch_doctor,skywrath_mage,chaos_knight,templar_assassin,invoker,morphling,"""orb_of_venom,silver_edge,phase_boots,magic_stick"""
17,sniper,spirit_breaker,lifestealer,kunkka,witch_doctor,skywrath_mage,chaos_knight,templar_assassin,invoker,morphling,"""wraith_band,daedalus,mask_of_madness,power_treads,maelstrom"""
18,lifestealer,spirit_breaker,sniper,kunkka,witch_doctor,skywrath_mage,chaos_knight,templar_assassin,invoker,morphling,"""assault_cuirass,orb_of_corrosion,phase_boots,maelstrom"""
19,kunkka,spirit_breaker,sniper,lifestealer,witch_doctor,skywrath_mage,chaos_knight,templar_assassin,invoker,morphling,"""bracer,falcon_blade,armlet_of_mordiggian,phase_boots,blade_mail"""
20,witch_doctor,spirit_breaker,sniper,lifestealer,kunkka,skywrath_mage,chaos_knight,templar_assassin,invoker,morphling,"""tango,aghanims_scepter,arcane_boots,urn_of_shadows,magic_stick"""
21,axe,lion,lifestealer,phantom_assassin,undying,viper,ancient_apparition,lina,troll_warlord,techies,"""pipe_of_insight,black_king_bar,blink_dagger,kaya_and_sange,phylactery,phase_boots"""
22,lion,axe,lifestealer,phantom_assassin,undying,viper,ancient_apparition,lina,troll_warlord,techies,"""glimmer_cape,magic_wand,aghanims_scepter,blink_dagger,tranquil_boots"""
23,lifestealer,axe,lion,phantom_assassin,undying,viper,ancient_apparition,lina,troll_warlord,techies,"""phase_boots,silver_edge,desolator,hyperstone,armlet_of_mordiggian,bracer"""
