1,lion,shadow_fiend,phantom_assassin,axe,treant_protector,silencer,sniper,natures_prophet,zeus,bristleback,"""kaya,tranquil_boots,aether_lens,aeon_disk,aghanims_scepter,blink_dagger"""
2,shadow_fiend,lion,phantom_assassin,axe,treant_protector,silencer,sniper,natures_prophet,zeus,bristleback,"""silver_edge,hurricane_pike,manta_style,black_king_bar,butterfly,power_treads"""
3,phantom_assassin,lion,shadow_fiend,axe,treant_protector,silencer,sniper,natures_prophet,zeus,bristleback,"""abyssal_blade,daedalus,battle_fury,black_king_bar,desolator,satanic"""
4,axe,lion,shadow_fiend,phantom_assassin,treant_protector,silencer,sniper,natures_prophet,zeus,bristleback,"""heart_of_tarrasque,blade_mail,overwhelming_blink,phase_boots,vanguard,lotus_orb"""
5,treant_protector,lion,shadow_fiend,phantom_assassin,axe,silencer,sniper,natures_prophet,zeus,bristleback,"""blade_mail,overwhelming_blink,observer_and_sentry_wards,aghanims_scepter,arcane_boots"""
6,morphling,marci,techies,tidehunter,sniper,shadow_shaman,io,spectre,shadow_fiend,earthshaker,"""black_king_bar,morbid_mask,power_treads,daedalus,butterfly,manta_style"""
7,marci,morphling,techies,tidehunter,sniper,shadow_shaman,io,spectre,shadow_fiend,earthshaker,"""abyssal_blade,heavens_halberd,black_king_bar,divine_rapier,divine_rapier,phase_boots"""
8,techies,morphling,marci,tidehunter,sniper,shadow_shaman,io,spectre,shadow_fiend,earthshaker,"""arcane_boots,mystic_staff,aghanims_scepter,aether_lens,kaya,aeon_disk"""
9,tidehunter,morphling,marci,techies,sniper,shadow_shaman,io,spectre,shadow_fiend,earthshaker,"""pipe_of_insight,lotus_orb,assault_cuirass,blink_dagger,meteor_hammer,phase_boots"""
10,sniper,morphling,marci,techies,tidehunter,shadow_shaman,io,spectre,shadow_fiend,earthshaker,"""circlet,daedalus,power_treads,aghanims_scepter"""
11,earthshaker,marci,wraith_king,hoodwink,juggernaut,magnus,anti-mage,axe,techies,sniper,"""power_treads,silver_edge,blink_dagger,bottle,magic_wand,aghanims_scepter"""
