1,spectre,witch_doctor,pangolier,slardar,pudge,chaos_knight,sand_king,huskar,natures_prophet,rubick,"""manta_style,spirit_vessel,heart_of_tarrasque,power_treads,assault_cuirass,radiance"""
2,witch_doctor,spectre,pangolier,slardar,pudge,chaos_knight,sand_king,huskar,natures_prophet,rubick,"""magic_stick,glimmer_cape,sentry_ward,arcane_boots,dust_of_appearance,aghanims_scepter"""
3,pangolier,spectre,witch_doctor,slardar,pudge,chaos_knight,sand_king,huskar,natures_prophet,rubick,"""blink_dagger,skull_basher,octarine_core,diffusal_blade,arcane_boots,aghanims_scepter"""
4,slardar,spectre,witch_doctor,pangolier,pudge,chaos_knight,sand_king,huskar,natures_prophet,rubick,"""silver_edge,power_treads,blink_dagger,harpoon,black_king_bar,hand_of_midas"""
5,pudge,spectre,witch_doctor,pangolier,slardar,chaos_knight,sand_king,huskar,natures_prophet,rubick,"""magic_wand,blink_dagger,smoke_of_deceit,aether_lens,force_staff,tranquil_boots"""
6,weaver,lich,jakiro,faceless_void,hoodwink,alchemist,enchantress,sniper,riki,lion,"""abyssal_blade,bloodthorn,maelstrom,demon_edge,heart_of_tarrasque,gem_of_true_sight"""
7,lich,weaver,jakiro,faceless_void,hoodwink,alchemist,enchantress,sniper,riki,lion,"""aeon_disk,tranquil_boots,drum_of_endurance,dust_of_appearance,magic_wand,shadow_blade"""
8,jakiro,weaver,lich,faceless_void,hoodwink,alchemist,enchantress,sniper,riki,lion,"""arcane_boots,tango,aghanims_scepter,magic_wand,glimmer_cape"""
9,faceless_void,weaver,lich,jakiro,hoodwink,alchemist,enchantress,sniper,riki,lion,"""black_king_bar,satanic,mjollnir,power_treads,butterfly,daedalus"""
10,hoodwink,weaver,lich,jakiro,faceless_void,alchemist,enchantress,sniper,riki,lion,"""maelstrom,monkey_king_bar,power_treads,black_king_bar,desolator,yasha"""
11,night_stalker,spectre,magnus,phoenix,void_spirit,monkey_king,bristleback,mirana,natures_prophet,tinker,"""phase_boots,pipe_of_insight,harpoon,quelling_blade,skull_basher,hand_of_midas"""
12,spectre,night_stalker,magnus,phoenix,void_spirit,monkey_king,bristleback,mirana,natures_prophet,tinker,"""hand_of_midas,power_treads,abyssal_blade,bloodthorn,manta_style,radiance"""
13,magnus,night_stalker,spectre,phoenix,void_spirit,monkey_king,bristleback,mirana,natures_prophet,tinker,"""aghanims_scepter,hand_of_midas,arcane_boots,blink_dagger,dust_of_appearance"""
14,phoenix,night_stalker,spectre,magnus,void_spirit,monkey_king,bristleback,mirana,natures_prophet,tinker,"""tranquil_boots,aghanims_scepter,spirit_vessel,iron_branch"""
15,void_spirit,night_stalker,spectre,magnus,phoenix,monkey_king,bristleback,mirana,natures_prophet,tinker,"""black_king_bar,hand_of_midas,power_treads,desolator,bottle,daedalus"""
16,nyx_assassin,crystal_maiden,natures_prophet,spectre,zeus,pudge,bloodseeker,phantom_assassin,dark_willow,ogre_magi,"""arcane_boots,ethereal_blade,sentry_ward,bracer,dagon,bracer"""
17,crystal_maiden,nyx_assassin,natures_prophet,spectre,zeus,pudge,bloodseeker,phantom_assassin,dark_willow,ogre_magi,"""glimmer_cape,ghost_scepter,magic_wand,tranquil_boots,aghanims_scepter,force_staff"""
18,natures_prophet,nyx_assassin,crystal_maiden,spectre,zeus,pudge,bloodseeker,phantom_assassin,dark_willow,ogre_magi,"""silver_edge,scythe_of_vyse,eye_of_skadi,satanic,assault_cuirass,monkey_king_bar"""
19,spectre,nyx_assassin,crystal_maiden,natures_prophet,zeus,pudge,bloodseeker,phantom_assassin,dark_willow,ogre_magi,"""power_treads,eye_of_skadi,manta_style,radiance,monkey_king_bar,blade_mail"""
20,zeus,nyx_assassin,crystal_maiden,natures_prophet,spectre,pudge,bloodseeker,phantom_assassin,dark_willow,ogre_magi,"""euls_scepter_of_divinity,arcane_boots,refresher_orb,aghanims_scepter,dust_of_appearance,magic_stick"""
21,grimstroke,spirit_breaker,juggernaut,pudge,treant_protector,crystal_maiden,chaos_knight,outworld_destroyer,dawnbreaker,tusk,"""null_talisman,aether_lens,observer_and_sentry_wards,glimmer_cape,force_staff,arcane_boots"""
22,spirit_breaker,grimstroke,juggernaut,pudge,treant_protector,crystal_maiden,chaos_knight,outworld_destroyer,dawnbreaker,tusk,"""aghanims_scepter,blade_mail,octarine_core,yasha_and_kaya,shadow_blade,phase_boots"""
23,juggernaut,grimstroke,spirit_breaker,pudge,treant_protector,crystal_maiden,chaos_knight,outworld_destroyer,dawnbreaker,tusk,"""manta_style,aegis_of_the_immortal,phase_boots,battle_fury,eye_of_skadi,butterfly"""
24,pudge,grimstroke,spirit_breaker,juggernaut,treant_protector,crystal_maiden,chaos_knight,outworld_destroyer,dawnbreaker,tusk,"""blink_dagger,heart_of_tarrasque,eternal_shroud,bracer,phase_boots"""
25,treant_protector,grimstroke,spirit_breaker,juggernaut,pudge,crystal_maiden,chaos_knight,outworld_destroyer,dawnbreaker,tusk,"""arcane_boots,meteor_hammer,great_healing_lotus,aghanims_scepter,orb_of_venom,blink_dagger"""
26,medusa,storm_spirit,tusk,bounty_hunter,earthshaker,tidehunter,riki,faceless_void,clinkz,enchantress,"""eye_of_skadi,butterfly,power_treads,hurricane_pike,mjollnir,silver_edge"""
27,storm_spirit,medusa,tusk,bounty_hunter,earthshaker,tidehunter,riki,faceless_void,clinkz,enchantress,"""falcon_blade,witch_blade,power_treads,kaya_and_sange,black_king_bar,aghanims_scepter"""
28,tusk,medusa,storm_spirit,bounty_hunter,earthshaker,tidehunter,riki,faceless_void,clinkz,enchantress,"""phase_boots,shadow_blade,drum_of_endurance,tango,claymore,quelling_blade"""
29,bounty_hunter,medusa,storm_spirit,tusk,earthshaker,tidehunter,riki,faceless_void,clinkz,enchantress,"""kaya_and_sange,bloodthorn,mystic_staff,boots_of_travel,aghanims_scepter,desolator"""
30,earthshaker,medusa,storm_spirit,tusk,bounty_hunter,tidehunter,riki,faceless_void,clinkz,enchantress,"""observer_ward,arcane_boots,dust_of_appearance,blink_dagger,silver_edge,aghanims_scepter"""
31,chaos_knight,sniper,grimstroke,spirit_breaker,rubick,spectre,lone_druid,witch_doctor,snapfire,beastmaster,"""silver_edge,heart_of_tarrasque,armlet_of_mordiggian,harpoon,black_king_bar,power_treads"""
32,sniper,chaos_knight,grimstroke,spirit_breaker,rubick,spectre,lone_druid,witch_doctor,snapfire,beastmaster,"""mask_of_madness,wraith_band,shadow_blade,daedalus,mjollnir,power_treads"""
33,grimstroke,chaos_knight,sniper,spirit_breaker,rubick,spectre,lone_druid,witch_doctor,snapfire,beastmaster,"""glimmer_cape,boots_of_bearing,blink_dagger,magic_wand,aether_lens"""
34,spirit_breaker,chaos_knight,sniper,grimstroke,rubick,spectre,lone_druid,witch_doctor,snapfire,beastmaster,"""phase_boots,silver_edge,octarine_core,hand_of_midas,aghanims_scepter,yasha_and_kaya"""
